# id	file_path	transparent_color_r	g	b
[TEXTURES]
500	textures\Map1-4_bank.png	255	255	255

0	textures\mario.png	255	255	255
20	textures\misc.png	176	224	248
10	textures\enemies.png	3	26	110
30	textures\tiles.png	255	128	192
40	textures\tiles4.png	4	193	170
50	textures\enemies-2.png	0	128	128
60	textures\enemy3.png	255	255	255
70	textures\map.png	156	252	240
80	textures\mario2.png	255	255	255
90	textures\mario3.png	255	255	255
100	textures\misc2.png	166	185	255
110	textures\enemies-3.png	0	130	130
120	textures\misc3.png	166	185	255
130	textures\enemies-4.png	0	255	255
140	textures\flower.png	255	255	255
150	textures\mairuadongua.png	0	128	128
160	textures\flower2.png	255	255	255
170	textures\mairuanguahoisinh.png	0	255	255
180	textures\title.png	255	255	255
190	textures\title2.png	237	28	36
200	textures\ruaden.png	255	255	255
210	textures\new_mario_left.png	67	145	190
220	textures\new_mario_right.png	67	145	190
230	textures\menu_game.png	255	219	161
240	textures\HUD.png	0	224	142
250	textures\special_item.png	0	183	239
260	textures\star_and_flower.png	0	183	239
270	textures\mario_transform_left.png	68	145	190
280	textures\mario_transform_right.png	68	145	190
290	textures\end_scene1.png	0	0	0
300	textures\enemies-2-red-goomba-die.png	0	128	128
310	textures\enemies-goomba-normal-die.png	3	26	110
320	textures\Map1-4_full.png	156	252	240

#ID	TRTileSet	TCTileSet	TRMap	TCMap	TotalTiles	Matrix_Path
[MAP]
500	4	18	14	80	64	textures\Map-1-4.txt



# id	left	top	right	bottom	texture_id
[SPRITES]
10008	245	354	261	381	0
10009	275	358	291	382	0
10010	305	360	321	383	0
10011	333	357	353	378	0
10012	363	358	383	377	0
10013	393	358	414	378	0
10014	424	358	443	378	0
11001	5	394	21	422	0
11002	35	395	54	421	0
11003	65	394	84	421	0
11004	93	394	112	421	0
11005	125	395	141	421	0
11006	155	394	171	421	0
11007	186	394	200	421	0
11008	215	394	231	421	0
11009	246	394	260	421	0
11010	275	394	291	421	0
11011	305	395	321	421	0
11012	334	394	353	421	0
11013	362	394	381	421	0
11014	392	395	411	421	0
11015	425	394	441	422	0
12001	5	435	21	461	0
12002	33	435	52	461	0
12003	64	434	82	461	0
12004	93	435	112	461	0
12005	123	434	142	461	0
12006	153	434	172	461	0
12007	184	434	202	461	0
12008	215	434	231	461	0
12009	244	434	262	461	0
12010	274	434	293	461	0
12011	304	434	323	461	0
12012	334	435	353	461	0
12013	364	434	382	461	0
12014	394	435	413	461	0
12015	425	435	441	461	0
13001	6	470	20	497	0
13002	36	474	50	501	0
13003	66	474	80	501	0
13004	96	474	110	501	0
13005	125	475	141	501	0
13006	155	474	170	501	0
13007	186	474	200	501	0
13008	215	474	231	501	0
13009	246	474	260	501	0
13010	276	474	291	501	0
13011	305	475	321	501	0
13012	336	474	350	501	0
13013	366	474	380	501	0
13014	396	474	410	501	0
13015	426	470	440	497	0
14001 	1	514	24	543	0
14002 	34	514	52	542	0
14003	65	516	80	540	0
14004	91	511	113	541	0
14005 	122	513	144	541	0	
14006	155	514	173	543	0
14007	185	513	202	542	0
14008	214	514	232	542	0
14009	245	513	262	542	0	
14010	275	513	292	542	0	
14011	303	514	325	542	0
14012	334	514	352	541	0
14013	366	516	381	538	0
14014	395 	514	412	542	0
14015	422	514	444	541	0
15001	2	555	22	581	0
15002	33	554	52	581	0
15003	65	554	81	581	0
15004	96	554	110	581	0
15005	125	555	141	581	0
15006	155	554	170	581	0
15007	180	553	206	582	0
15008	214	557	232	578	0
15009	240	553	266	582	0
15010	276	554	291	581	0
15011	305	555	321	581	0
15012	336	554	350	581	0
15013	365	554	381	581	0
15014	394	554	413	581	0
15015	424	555	443	581	0
16001	3	598	22	618	0
16002	32	598	53	618	0
16003	63	598	83	617	0
16004	93	597	113	618	0
16005	125	600	141	623	0
16006	155	598	171	622	0	
16007	185	594	201	621	0
16008	
16009	245	594	261	621	0
16010	275	598	291	622	0
16011	305	600	321	623	0	
16012	333	597	353	618	0
16013	363	598	383	617	0
16014	393	598	414	618	0
16015	424	598	443	618	0

#idle tail right
17009	80	142	101	170	80
#walk 
17010	104	142	126	170	80
17011	129	143	152	170	80
#idle tail left
17007	739	142	760	170	90
#walk
17006	714	142	736	170	90
17005	688	143	711	170	90
#jump right
20014	257	143	280	170	80
#idle tail middle
17008	650	142	666	170	90

#back tail
18008	219	142	235	170	80

#jump left
20002	560	143	583	170	90

#brake right
17001	155	140	171	170	80

#brake left
17015	669	140	685	170	90

#fly tail left bottom
19003	321	142	345	170	90

#fly tail left top
20003	375	143	399	170	90

#fly tail right bottom
19013	495	142	519	170	80

#fly tail right top
20013	441	143	465	170	80

#turning left
17004	456	142	480	170	90

#turning right
17012	360	142	384	170	80

#fly TAIL fall right bottom
23012	309	143	332	170	80
#fly TAIL fall right top
21013	283	143	306	170	80
#fly TAIL fall left bottom
23004	508	143	531	170	90
#fly TAILL fall left top
21003	534	143	557	170	90

#high-speed left
24001	456	142	480	170	90
24002	429	142	453	170	90
24003	402	143	426	170	90
#high-speed right
24004	360	142	384	170	80
24005	387	142	411	170	80
24006	414	143	438	170	80

#sit right
18014	522	142	544	170	80
#sit left
18002	296	142	318	170	90

#hold right idle
18020	566	142	587	170	80
#hold left idle
18021	253	142	274	170	90
#hold right walking
18022	590	142	612	170	80
18023	615	143	638	170	80
#hold left walking
18024	228	142	250	170	90
18025	202	143	225	170	90
#shoot right
18026	641	142	663	170	80
#shoot left
18027	177	142	199	170	90
#high-speed left
24001	456	142	480	170	90
24002	429	142	453	170	90
24003	402	143	426	170	90
#high-speed right
24004	360	142	384	170	80
24005	387	142	411	170	80
24006	414	143	438	170	80

25001	1	957	25	979	0
25002	31	957	55	979	0
25003	61	956	85	979	0
25004	
25005	123	956	143	979	0
25006	152	957	174	978	0
25007	185	954	201	981	0
25008	215	952	231	983	0
25009	245	954	261	981	0
25010	272	957	294	978	0
25011	303	956	323	979	0
25012	
25013	361	956	385	979	0
25014	391	957	415	979	0
25015	421	957	445	979	0
26001	5 	994	21	1010	0
26002	35	992	51	1017	0
26003	62	992	83	1023	0
26004	95	992	111	1023	0
26005	124	993	141	1023	0
26006	155	992	171	1023	0
26007	185	992	200	1023	0
26008	215	992	231	1023	0
26009	246	992	261	1023	0
26010	275	992	291	1023	0
26011	305	993	322	1023	0
26012	335	992	351	1023	0
26013	363	992	384	1023	0
26014	395	992	411	1017	0
26015	425	994	441	1018	0
27001	3	1026	23	1046	0
27002	33	1024	53	1048	0
27003	31	1056	55	1076	0
27004	3	1056	23	1076	0
27005	65	1034	81	1061	0
27006	95	1035	16	25	0
27007	125	1035	141	1061	0
27008	155	1035	171	1060	0
27009	185	1036	201	1060	0
27010	215	1035	231	1060	0
27011	245	1036	261	1060	0
27012	275	1035	291	1060	0
27013	305	1035	321	1061	0
27014	335	1035	351	1060	0
27015	365	1034	381	1061	0
27016	393	1024	413	1048	0
27017	423	1026	443	1046	0
27018	391	1056	415	1076	0
27019	423	1056	443	1076	0
29001	5	1084	21	1112	0
29002	34	1084	51	1111	0
29003	64	1084	81	1112	0
29004	93	1084	112	1112	0
29005	125	1084	141	1111	0
29006	155	1084	171	1112	0
29007	185	1084	201	1112	0
29008	215	1084	231	1112	0
29009	245	1084	261	1112	0
29010	275	1084	291	1112	0
29011	305	1084	321	1111	0
29012	334	1084	353	1112	0
29013	365	1084	381	1112	0
29014	395	1084	412	1111	0
29015	425	1084	441	1112	0
30001	5	1124	21	1151	0
30002	33	1124	52	1151	0
30003	63	1124	82	1152	0
30004	93	1124	112	1152	0
30005	123	1124	142	1152	0
30006	154	1124	171	1152	0
30007	184	1124	202	1152	0
30008	215	1124	231	1152	0
30009	244	1124	262	1152	0
30010	275	1124	292	1152	0
30011	304	1124	323	1152	0
30012	334	1124	353	1152	0
30013	364	1124	383	1152	0
30014	394	1124	413	1151	0
30015	425	1124	441	1151	0
31001	5	1170	21	1186	0
31002	35	1164	51	1192	0
31003	65	1164	81	1192	0
31004	95	1164	111	1192	0
31005	125	1164	141	1191	0
31006	155	1164	171	1192	0
31007	185	1164	201	1192	0
31008	215	1164	231	1192	0
31009	245	1164	261	1192	0
31010	275	1164	291	1192	0
31011	305	1164	321	1192	0
31012	335	1164	351	1192	0
31013	365	1164	381	1192	0
31014	395	1164	411	1192	0
31015	425	1170	441	1186	0
32001	2	1204	24	1232	0
32002	35	1204	51	1231	0
32003	95	1205	111	1231	0
32004	122	1204	143	1232	0
32005	155	1204	171	1232	0
32006	185	1204	201	1232	0
32007	215	1204	231	1232	0
32008	245	1204	261	1232	0
32009	275	1204	291	1232	0
32010	303	1204	324	1232	0
32011	335	1205	351	1231	0
32012	395	1204	411	1231	0
32013	422	1204	444	1232	0
33001	3	1244	22	1271	0
33002	33	1244	52	1272	0
33003	65	1244	81	1272	0
33004	95	1244	111	1272	0
33005	124	1244	141	1271	0
33006	154	1244	171	1272	0
33007	214	1247	232	1268	0
33008	275	1244	292	1272	0
33009	305	1244	322	1271	0
33010	335	1244	351	1272	0
33011	365	1244	381	1272	0
33012	394	1244	413	1272	0
33013	424	1244	443	1271	0
34001	3	1288	22	1307	0
34002	34	1289	52	1307	0
34003	64	1288	82	1308	0
34004	94	1288	112	1307	0
34005	125	1290	141	1313	0
34006	155	1288	171	1312	0
34007	185	1284	201	1312	0
34008	245	1284	261	1312	0
34009	275	1288	291	1312	0
34010	305	1290	321	1313	0
34011	334	1288	352	1307	0
34012	364	1288	382	1308	0
34013	394	1289	412	1307	0
34014	424	1288	443	1307	0
35001	5	1323	21	1352	0
35002	32	1324	53	1351	0
35003	60	1324	85	1352	0
35004	91	1324	114	1352	0
35005	122	1324	143	1351	0
35006	152	1323	177	1352	0
35007	182	1323	204	1352	0
35008	215	1323	231	1352	0
35009	242	1323	264	1352	0
35010	272	1323	294	1352	0
35011	303	1324	324	1351	0
35012	332	1324	355	1352	0
35013	361	1324	386	1352	0
35014	393	1324	414	1351	0
35015	425	1323	441	1352	0
36001	5	1364	21	1391	0
36002	32	1369	54	1387	0
36003	61	1364	85	1392	0
36004	91	1364	115	1391	0
36005	121	1364	145	1391	0
36006	151	1364	175	1391	0
36007	181	1364	205	1391	0
36008	215	1363	231	1392	0
36009	241	1364	265	1391	0
36010	271	1364	295	1391	0
36011	302	1364	325	1391	0
36012	331	1364	355	1391	0
36013	361	1364	385	1392	0
36014	392	1369	414	1387	0
36015	425	1364	441	1391	0
37001	3	1407	23	1428	0
37002	32	1408	53	1427	0
37003	61	1404	85	1432	0
37004	91	1404	115	1431	0
37005	122	1404	143	1431	0
37006	152	1403	174	1432	0
37007	182	1403	203	1432	0
37008	215	1403	231	1432	0
37009	243	1403	264	1432	0
37010	272	1403	294	1432	0
37011	303	1404	324	1431	0
37012	331	1404	355	1431	0
37013	361	1404	385	1432	0
37014	393	1408	413	1427	0
37015	423	1407	443	1428	0
38001	2	1444	23	1472	0
38002	30	1444	55	1471	0
38003	61	1444	85	1471	0
38004	95	1444	101	1472	0
38005	122	1443	143	1472	0
38006	155	1443	171	1472	0
38007	185	1443	201	1472	0
38008	215	1443	231	1472	0
38009	245	1443	261	1472	0
38010	275	1443	291	1472	0
38011	303	1443	324	1472	0
38012	335	1444	351	1472	0
38013	361	1444	385	1471	0
38014	391	1444	416	1471	0
38015	423	1444	444	1472	0
39001	0	1484	25	1511	0
39002	33	1484	52	1512	0
39003	61	1483	84	1512	0
39004	92	1483	114	1512	0
39005	122	1484	144	1511	0
39006	152	1484	174	1511	0
39007	181	1483	204	1512	0
39008	213	1487	233	1508	0
39009	242	1483	265	1512	0
39010	272	1484	294	1511	0
39011	302	1484	324	1511	0
39012	332	1483	355	1512	0
39013	362	1483	385	1512	0
39014	394	1484	413	1512	0
39015	412	1484	446	1511	0
40001	2	1528	23	1548	0
40002	26	1528	49	1548	0
40003	53	1527	73	1548	0
40004	78	1526	98	1549	0
40005	110	1531	126	1553	0
40006	140	1529	156	1552	0
40007	167	1524	189	1552	0
40008	200	1523	216	1552	0
40009 	230	1523	246	1552	0
40010	257	1524	279	1552	0
40011	390	1529	306	1552	0
40012	320	1531	336	1553	0
40013	348	1526	368	1549	0
40014	373	1527	393	1548	0
40015	397	1528	420	1548	0
40016	423	1528	444	1548	0
41001	35	1558	51	1598	0
41002	61	1563	85	1595	0
41003	90	1564	115	1594	0
41004	119	1566	136	1592	0
41005	150	1564	176	1592	0
41006	179	1565	197	1593	0
41007	239	1565	267	1593	0
41008	270	1564	296	1592	0
41009	300	1566	327	1592	0
41010	331	1564	356	1594	0
41011	361	1563	385	1595	0
41012	395	1558	406	1598	0
400001	300	117	316	133	20
400002	318	117	334	133	20
400003	336	117	352	133	20
400004	355	117	370	133	20

400005	415	48	431	75	80


#===== MARIO TAIL JUMP MAX POWER
#==== RIGHT
35000	468	143	492	170	80
#==== LEFT
35001	348	143	372	170	90



#===== MARIO TRANSFORM FROM BIG TO SMALL AND SMALL TO BIG 
#======LEFT======
22000	209	127	223	154	270
#======RIGHT======
22001	299	127	313	154	280



#==== MARIO TRANSFORM FROM BIG TO TAIL AND TAIL TO BIG
#=====LEFT=======
22002	415	1	431	17	270
22003	435	3	447	15	270
22004	453	3	465	15	270
22005	471	4	483	14	270
#====RIGHT======
22006	415	19	431	35	270
22007	435	21	447	33	270
22008	453	21	465	33	270
22009	471	22	483	32	270


#BREAKABLE BRICK
80011	561	127	577	143	40
80012	578	127	594	143	40
80013	561	144	577	160	40
80014	578	144	594	160	40


#DOUBLE PIPE
80016	2320	384	2351	399	70

#==== GACH BU L? ====
50010	324	171	340	187	30


#===KOOPAS XANH SHELL
#80002	152	202	168	218	50

#80003	239	202	255	218	50

80004	256	202	272	218	50
80005	273	202	289	218	50
80006	290	202	306	218	50

#===KOOPAS ?? SHELL

80008	256	174	272	190	50
80009	273	174	289	190	50
80010	290	174	306	190	50

#==== KOOPAS XANH SHELL SPINNING NGUA
80100	32	203	48	219	170
80101	53	204	69	220	170
80102	74	204	90	220	170
#==== KOOPAS RED SHELL SPINNING NGUA
80103	29	255	45	271	170
80104	50	256	66	272	170
80105	71	256	87	272	170

#==== WORDS END SCENE 1
#====COURSE CLEAR
80200	44	18	159	25	290
#====YOU GOT A CARD
80201	27	42	144	50	290
#SECTION 1 END

#SECTION 2

#==== DONG TIEN
70100	299	99	313	115	20
70101	317	99	330	115	20
70102	335	99	347	115	20

#==== GACH BU TRÊN ====
50004	9	10	23	25	40
50005	26	10	40	25	40
50006	42	10	58	25	40

#==== GACH BU DUOI ====
50007	9	27	23	41	40
50008	26	27	40	41	40
50009	42	27	58	41	40

#==== GACH NHO LOAI 1 ====
50001	222	222	238	238	30
50002	239	222	255	238	30
50003	256	222	272	238	30

#==== FIRE BULLET
#==== FIRE BULLET RIGHT
70501	323	79	332	87	50
70502	333	78	340	87	50
#==== FIRE BULLET LEFT
70503	313	79	322	87	50
70504	305	78	312	87	50

#==== QUESTION BRICK WITHOUT QUESTION
70517	235	188	251	204	100

#===== LEAF
#===== LEAF LEFT
70518	180	123	196	137	100
#===== LEAF RIGHT
70519	233	122	249	136	120

#====MUSHROOM RED
70601	300	189	316	205	20

#==== MUSHROOM GREEN
70602	318	189	334	205	20

#==== ?NG C?NG D?C
60051	324	52	340	68	30
60052	341	52	357	68	30
60053	325	69	340	85	30
60054	341	69	356	85	30


#GOOMBA
60059	5	14	21	29	10
60060	25	14	41	29	10



#GOOMBA die
60061	45	14	61	29	10
#KOOPAS XANH_ ?I B? 
#walk left
60062	205	191	221	218	50
60063	222	191	238	218	50
#walk right
60064	187	191	202	218	50
60065	170	191	185	218	50
#die
60066	152	202	168	218	50

#===== KOOPAS RED FLY NEW
91000	256	220	272	247	50
91001	239	220	255	247	50

###KOOPAS XANH_ BAY_PH?I SANG TRÁI
60067	205	248	221	276	50
60068	222	250	238	276	50
60069	239	249	255	276	50
60070	256	249	272	276	50
#KOOPA MAI RÙA XANH
#ÚP
60071	239	202	255	218	50
60072	256	202	272	218	50
60073	273	202	289	218	50
60074	290	202	306	218	50
#Ng?a
60075	152	202	168	218	50
#KOOPA ?? _?I B?
#WALK LEFT	
60076	205	163	221	190	50
60077	222	164	238	190	50
#WALK RIGHT	
60093	296	164	312	190	110
60094	313	163	329	190	110
#KOOOP ?? _BAY
60078	205	219	221	219	50
60079	222	221	238	219	50
60080	239	249	255	219	50
60081	256	249	272	219	50
#MAI RÙA ??
#ÚP					
60082	239	174	255	190	50
60083	256	174	272	190	50
60084	273	174	289	190	50
60085	290	174	306	190	50
## GOOMBA_?? BAY
60086	393	79	413	103	50
60087	414	79	434	103	50
60088	435	84	455	103	50
60089	456	84	476	103	50
#GOOMBA ?? CH?T 
60090	204	108	220	124	50
#GOOMBA ?? ?I B?		
60091	170	108	186	124	50
60092	187	108	203	124	50


#KOOPAS XANH HOI SINH UP
61000	74	127	92	143	130

#KOOPAS DO HOI SINH UP
61002	71	75	89	91	130

#KOOPAS XANH HOI SINH NGUA
61005	74	225	92	241	170

#KOOPAS DO HOI SINH NGUA
61006	71	277	88	293	170

#KOOPAS DO MAI NGUA
61004	279	225	295	241	150

#===== RUA DEN
#==== MAI UP
70520	172	24	188	40	160
#==== MAI NGUA
70521	172	212	188	228	200


#===== GOOMBA RED DIE BY KICK
70600	347	292	363	308	300

#===== GOOMBA NORMAL DIE BY KICK
#70601	459	870	475	886	310


#===============HUD==========
60100	11	127	165	157	240
#60101	171	127	245	157	240
#icon MARIO					
60102	15	160	33	169	240
#icon Lugi					
60103	15	170	33	179	240
#PowerMelter filled arrow					
60104	63	161	72	170	240
#powerMelter filled iconP					
60105	72	161	88	170	240
#powerMelter empty arrow					
60106	90	161	99	170	240
#powerMelter empty icon					
60107	99	161	116	170	240
#empty card					
60108	159	159	184	188	240
#mushroom card					
60109	184	159	208	188	240
#fireflower card					
60110	208	159	232	188	240
#starman card					
60111	232	159	257	188	240
#font - 0					
60112	76	30	86	40	240
#font - 1				
60113	86	30	96	40	240
#font - 2				
60114	96	30	106	40	240
#font - 3					
60115	106	30	116	40	240
#font - 4					
60116	116	30	126	40	240
#font - 5					
60117	126	30	136	40	240
#font - 6					
60118	136	30	146	40	240
#font - 7					
60119	146	30	156	40	240
#font - 8					
60120	156	30	166	40	240
#font - 9					
60121	166	30	176	40	240
#font - A					
60122	176	30	186	40	240
#font - B				
60123	186	30	196	40	240
#font - C					
60124	76	40	86	50	240
#font - D					
60125	86	40	96	50	240
#font - E					
60126	96	40	106	50	240
#font - F					
60127	106	40	116	50	240
#font - G					
60128	116	40	126	50	240
#font - H					
60129	126	40	136	50	240
#font - I					
60130	136	40	146	50	240
#font - J					
60131	146	40	156	50	240
#font - K					
60132	156	40	166	50	240
#font - L					
60133	166	40	176	50	240
#font - M					
60134	176	40	186	50	240
#font - N					
60135	186	40	196	50	240
#font - O					
60136	76	50	86	60	240
#font - P					
60137	86	50	96	60	240
#font - Q					
60138	96	50	106	60	240
#font - R					
60139	106	50	116	60	240
#font - S					
60140	116	50	126	60	240
#font - T					
60141	126	50	136	60	240
#font - U					
60142	136	50	146	60	240
#font - V					
60143	146	50	156	60	240
#font - W					
60144	156	50	166	60	240
#font - X					
60145	166	50	176	60	240
#font - Y					
60146	176	50	186	60	240
#font - Z					
60147	186	50	196	60	240
#==========SCORE ===================				
#100					
60150	61	89	72	97	240
#200					
60151	75	89	87	97	240
#400					
60152	90	89	102	97	240
#800					
60153	105	89	117	97	240
#1000					
60154	120	89	135	97	240
#2000					
60155	138	89	154	97	240
#4000					
60156	157	89	173	97	240
#8000					
60157	176	89	192	97	240
#1LV					
60158	195	89	211	97	240

## Black black				
60148	1100	450	1900	650	70

#====SPECIAL ITEMS
#FLOWER IDLE
62149	278	350	294	366	250
#=== MUSHROOM IDLE
62150	298	350	314	366	250
#==== STAR IDLE
62151	258	350	274	366	250
#FLOWER UP
62152	25	28	41	44	260
62153	332	375	342	391	250
#=== MUSHROOM UP
62154	257	373	273	389	250
62155	319	375	329	390	250
#==== STAR UP
62156	45	27	61	43	260
62157	347	374	357	390	250

#==== SPECIAL ITEMS DEP LEP
62158	355	374	364	390	250


#===== ANIMATION GACH BE
62200	494	120	502	128	20


#===== MAP 1-4 =========



#==== QUESTION BRICK 
70513	157	188	173	204	100
70514	176	188	192	204	100
70515	196	188	212	204	100
70516	215	188	231	204	100

#==== QUESTION BRICK WITHOUT QUESTION
70517	235	188	251	204	100

#===== BRICK HILLS
#=== GOC TREN TRAI
100000	188	52	205	68	30
#=== GOC TREN GIUA
100001	205	52	221	68	30
#=== GOC TREN PHAI
100002	222	52	238	68	30
#=== GOC DUOI TRAI
100003	188	69	205	85	30
#=== GOC DUOI GIUA
100004	205	69	221	85	30
#=== GOC DUOI PHAI
100005	222	69	238	85	30

#===== GACH NHO XEP HANG DOC 
100006	324	171	340	187	30


#===== TANG GACH BU
#=== GOC TREN TRAI
100007	256	120	272	136	30
#=== GOC TREN GIUA
100008	273	120	289	136	30
#=== GOC TREN PHAI
100009	290	120	306	136	30
#=== GOC DUOI TRAI
100010	256	137	272	153	30
#=== GOC DUOI GIUA
100011	273	137	289	153	30
#=== GOC DUOI PHAI
100012	290	137	306	153	30

#===== MOVING HORIZONTAL RECTANGLE
100013	560	352	608	368	320

#===== BOOMERANG
#===== RIGHT
100014	124	188	140	204	130
100015	144	166	160	182	130
100016	124	166	140	182	130
100017	145	186	161	202	130
#===== LEFT
100018	509	188	525	204	130
100019	488	166	504	182	130
100020	509	166	525	182	130
100021	487	186	503	202	130

#===== BOOMERANG ENEMY 
#===== NORMAL RIGHT
100022	529	171	545	195	130
100023	552	171	568	195	130
#===== THROW RIGHT
100024	575	171	591	195	130
100025	599	171	615	195	130
#===== DIE RIGHT
100026	529	173	545	197	170
100027	552	173	568	197	170

#===== NORMAL LEFT
100028	103	171	119	195	130
100029	80	171	96	195	130
#===== THROW LEFT
100030	57	171	73	195	130
100031	33	171	49	195	130
#===== DIE LEFT
100032	103	173	119	197	170
100033	80	173	96	197	170

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== MARIO =========
#idle BIG right
400	5009	100
#idle BIG left
401	5007	100
#idle small right
402	1009	100
#idle small left
403	1007	100
#walk right big
500	5009	100	5010	100	5011	100
#walk left big
501	5007	100	5006	100	5005	100
#walk right small
502	1010	100	1011	100	1012	100
#walk left small
503	1006	100	1005	100	1004	100
#fly right big
504	6009	100	6010	100	6011	100	6012	100	6013	100	6014	100
#fly left big
505	6007	100	6006	100	6005	100	6004	100	6003	100	6002	100
#jump right big
506	8014	100
